Group Number,Mode,Type,Response ID,Mongo ID,Session ID,Interviewer Name,Interviewer Member ID,Survey Name,Start Time,End Time,Duration (seconds),Status,Call ID,Audio URL,Audio Duration,Audio File Size,Latitude,Longitude,Response Count,Created At,Time Difference (ms)
21,CAPI,DUPLICATE,38e0f316-8315-4eb1-973f-5abe09d6bd13,6954bd49aac94ba48652f2b7,88e1c756-2d53-4098-a451-6dfc48c21dd8,"6944337e56275b9dd832deaf",N/A,"68fd1915d41841da463f0d46",2025-12-23T09:39:25.847Z,2025-12-23T09:44:52.296Z,326,Pending_Approval,,audio/interviews/2025/12/ee3de43f-fbce-4085-a585-1644a09fc55c_1766487994610_interview_ee3de43f-fbce-4085-a585-1644a09fc55c_1766487994610.m4a,326,0,23.67179,86.9709517,27,2025-12-31T06:06:01.761Z,0
21,CAPI,DUPLICATE,4617abc6-dce8-4ba4-8ff0-9ff55c0ac059,6954bfc4aff0aeb99268d79f,f241b477-ae2b-4feb-8636-3e818e26f17b,"6944337e56275b9dd832deaf",N/A,"68fd1915d41841da463f0d46",2025-12-23T09:39:25.847Z,2025-12-23T09:44:52.296Z,326,Rejected,,audio/interviews/2025/12/ee3de43f-fbce-4085-a585-1644a09fc55c_1766487994610_interview_ee3de43f-fbce-4085-a585-1644a09fc55c_1766487994610.m4a,326,0,23.67179,86.9709517,27,2025-12-31T06:16:36.615Z,0
22,CAPI,ORIGINAL,603d57b7-33c1-4dc8-97b7-52386edfcbde,6954b9bfdc261c0499050a64,offline_1767160117416_1ipb88vdz,"694bb4409cf18db6a8a168fa",N/A,"68fd1915d41841da463f0d46",2025-12-31T05:40:10.772Z,2025-12-31T05:48:15.788Z,485,Pending_Approval,,No audio,0,0,26.4924333,88.6512583,27,2025-12-31T05:50:55.635Z,
22,CAPI,DUPLICATE,ecce20b8-a3aa-44fa-99cc-2cfeb49ca619,6954be87c20fae2a093ac919,daf025c6-a751-48e7-89a8-3804cf089ca6,"694bb4409cf18db6a8a168fa",N/A,"68fd1915d41841da463f0d46",2025-12-31T05:40:10.772Z,2025-12-31T05:48:15.788Z,485,Rejected,,No audio,0,0,26.4924333,88.6512583,27,2025-12-31T06:11:19.799Z,0
23,CAPI,ORIGINAL,f477f328-6ae5-4585-b401-2479a72a954a,6954b38005599fc416bbb145,7b9c95d9-43b3-43f0-800b-f0a280f5ef09,"694432eb56275b9dd82f771b",N/A,"68fd1915d41841da463f0d46",2025-12-29T11:02:16.712Z,2025-12-29T11:06:50.154Z,273,Pending_Approval,,audio/interviews/2025/12/f4d6836b-c6a9-4652-befb-ba6b961973f6_1767010226323_interview_f4d6836b-c6a9-4652-befb-ba6b961973f6_1767010225782.m4a,273,0,25.1657849,88.39155199999999,27,2025-12-31T05:24:16.505Z,
23,CAPI,DUPLICATE,97b83723-e725-41e3-9f10-231f37533f41,6954c35a332850a6c440d714,5d8b77d5-44be-41fe-b77c-9ea046b3855e,"694432eb56275b9dd82f771b",N/A,"68fd1915d41841da463f0d46",2025-12-29T11:02:16.712Z,2025-12-29T11:06:50.154Z,273,Rejected,,audio/interviews/2025/12/f4d6836b-c6a9-4652-befb-ba6b961973f6_1767010226323_interview_f4d6836b-c6a9-4652-befb-ba6b961973f6_1767010225782.m4a,273,0,25.1657849,88.39155199999999,27,2025-12-31T06:31:54.494Z,0
24,CAPI,ORIGINAL,c5fb989e-6f91-4582-bdf4-febd3edc559a,6954bb0a238fb84a59ffbabf,2d23c6a6-5092-44e2-af87-981372cfb46d,"694432eb56275b9dd82f771b",N/A,"68fd1915d41841da463f0d46",2025-12-29T11:31:51.140Z,2025-12-29T11:35:54.033Z,242,Pending_Approval,,audio/interviews/2025/12/2142a0b0-3c21-4e1f-b928-aaf5966cd1db_1767071339549_interview_2142a0b0-3c21-4e1f-b928-aaf5966cd1db_1767071339209.m4a,242,0,25.1657849,88.39155199999999,27,2025-12-31T05:56:26.775Z,
24,CAPI,DUPLICATE,a4eac544-9a3d-46e9-a8c7-5ea2b93a97fb,6954c39f332850a6c44e0c74,4728c784-bcb2-4ac3-9b0a-a33f6a5490c6,"694432eb56275b9dd82f771b",N/A,"68fd1915d41841da463f0d46",2025-12-29T11:31:51.140Z,2025-12-29T11:35:54.033Z,242,Pending_Approval,,audio/interviews/2025/12/2142a0b0-3c21-4e1f-b928-aaf5966cd1db_1767071339549_interview_2142a0b0-3c21-4e1f-b928-aaf5966cd1db_1767071339209.m4a,242,0,25.1657849,88.39155199999999,27,2025-12-31T06:33:03.233Z,0
25,CAPI,ORIGINAL,daf359e3-72f4-4032-89da-b831e3b3e940,6954c36f7057be7b53d76c6a,1d389a01-3c72-45bd-9efb-15fb613a0120,"6949051d4550373277375cb2",N/A,"68fd1915d41841da463f0d46",2025-12-26T11:35:42.102Z,2025-12-26T11:42:33.325Z,411,Pending_Approval,,audio/interviews/2025/12/379d6173-5135-4eb4-91d2-38984d9f01d2_1767067538718_interview_379d6173-5135-4eb4-91d2-38984d9f01d2_1767067537615.m4a,411,0,26.5502678,88.7144473,27,2025-12-31T06:32:15.982Z,
25,CAPI,DUPLICATE,8689a43f-3f3c-4c0a-93f6-8099b0f443bd,6954c3f0c6cdcba7da54c683,277e12b1-d2b8-4393-9993-d56923d9a8f5,"6949051d4550373277375cb2",N/A,"68fd1915d41841da463f0d46",2025-12-26T11:35:42.102Z,2025-12-26T11:42:33.325Z,411,Rejected,,audio/interviews/2025/12/379d6173-5135-4eb4-91d2-38984d9f01d2_1767067538718_interview_379d6173-5135-4eb4-91d2-38984d9f01d2_1767067537615.m4a,411,0,26.5502678,88.7144473,27,2025-12-31T06:34:24.868Z,0
26,CAPI,ORIGINAL,1376f873-1c08-4d08-8802-d722aef51aa5,6954c55dc6cdcba7da7b537d,ebaa4b59-632a-469d-9b3b-61eaa86aa941,"6944338a56275b9dd83302d5",N/A,"68fd1915d41841da463f0d46",2025-12-30T07:36:59.439Z,2025-12-30T07:43:46.090Z,406,Pending_Approval,,audio/interviews/2025/12/f8a18fb3-0442-4662-95e9-8ba89705b2b7_1767117079211_interview_f8a18fb3-0442-4662-95e9-8ba89705b2b7_1767117078906.m4a,406,0,23.0114874,88.4117636,27,2025-12-31T06:40:29.401Z,
26,CAPI,DUPLICATE,c97d30cf-510f-4595-b29d-26da7b1709ee,6954c580c6cdcba7da7b8dd0,29a3deb2-4ad4-4c09-8e07-97c1fc5f0273,"6944338a56275b9dd83302d5",N/A,"68fd1915d41841da463f0d46",2025-12-30T07:36:59.439Z,2025-12-30T07:43:46.090Z,406,Pending_Approval,,audio/interviews/2025/12/f8a18fb3-0442-4662-95e9-8ba89705b2b7_1767117079211_interview_f8a18fb3-0442-4662-95e9-8ba89705b2b7_1767117078906.m4a,406,0,23.0114874,88.4117636,27,2025-12-31T06:41:04.536Z,0
